merrickid,wellname,completiontype,producingstatus,producingmethod,apiwellnumber,routeid,groupid,divisionid,fieldgroupid,areaid,batteryid,stateid,countyid,ariesid,wellviewid,activeflag,mmsapiwellnumber
"1316","Well 114","2","17","1"," 0000000676","16","3","3","54","12","151","42","51","f3f1b7fc5a8779a9e618e1f23a7b7860","b54b32b3-118b-4e6d-be56-24e4d7862161","2"," 0000000676"
"131","Pad 325 Well 1","2","9","34"," 0000000321","9","1","1","3","4","275","17","81","1afa34a7f984eeabdbb0a7d494132ee5","78d6875f-454a-4fb1-bc94-b4da273c72d1","1"," 0000000321"
"1496","Well 180","1","18","1"," 0000000712","27","6","4","47","16","178","42","123","1415db70fe9ddb119e23e9b2808cde38","4a9e3243-11d1-40fe-bfb1-9a64f36fae25","1"," 0000000712"
"1335","Pad 375 Well 1","1","18","2"," 0000000841","17","3","2","54","11","157","42","149","9cb67ffb59554ab1dabb65bcb370ddd9","df8d85cb-9782-4d9e-aea7-f01b080a0c16","1"," 0000000841"
"389","Pad 136 Well 2","2","9","1"," 0000000609","12","1","1","1","24","39","17","85","c86a7ee3d8ef0b551ed58e354a836f2b","1b916d8a-f632-481f-a192-3c4ca9cf1411","1"," 0000000609"
"1205","Pad 362 Well 1","2","18","2"," 0000000916","20","3","2","53","14","119","42","477","b571ecea16a9824023ee1af16897a582","cfd1d351-ade2-414f-a81e-938b1f89a3c7","1"," 0000000916"
"2224","Pad 4 Well 3","2","18","1"," 0000000214","0","7","5","92","47","393","17","31","8ca8da41fe1ebc8d3ca31dc14f5fc56c","4add229b-d794-40f0-a169-1ee49699912d","1"," 0000000214"
"30","Pad 190 Well 1","2","9","1"," 0000000457","8","1","1","19","1","77","17","81","34173cb38f07f89ddbebc2ac9128303f","90ae0099-55d9-4e1d-8ab7-a8dc65248fa3","1"," 0000000457"
"2069","Pad 49 Well 5","2","18","34"," 0000000050","0","7","5","90","21","422","17","31","325995af77a0e8b06d1204a171010b3a","23faee56-0c66-4f1a-96bd-e528f6079b7d","1"," 0000000050"
"83","Pad 211 Well 4","2","9","34"," 0000000351","6","1","1","19","1","76","17","81","fe9fc289c3ff0af142b6d3bead98a923","9934d234-d58d-47fc-9e2a-53fcd3668342","1"," 0000000351"
"2234","Pad 3 Well 1","2","18","1"," 0000000628","0","7","5","18","24","461","17","85","653ac11ca60b3e021a8c609c7198acfc","fa096da1-7f4c-42a1-be38-33dded1773a8","1"," 0000000628"
"2314","Pad 351 Well 2","1","18","1"," 0000000940","0","3","2","55","14","137","42","477","db9eeb7e678863649bce209842e0d164","56e445a6-3b03-42f7-8c55-4b1220371ac4","1"," 0000000940"
"621","Pad 192 Well 3","2","9","1"," 0000000434","8","1","1","19","1","55","17","81","85fc37b18c57097425b52fc7afbb6969","5592c73e-3a36-402a-ba05-00a63917c5cd","1"," 0000000434"
"17","Pad 1 Well 3","2","9","34"," 0000000141","5","1","1","12","19","65","17","31","70efdf2ec9b086079795c442636b55fb","fa714579-6cc9-42cf-84d4-571eb1fa4859","1"," 0000000141"
"2226","Pad 338 Well 1","1","18","1"," 0000000867","0","3","2","52","11","460","42","149","01eee509ee2f68dc6014898c309e86bf","4a7b593b-90b6-45a1-9366-f0b49e51f1ad","1"," 0000000867"
"2129","Pad 56 Well 1","2","18","34"," 0000000551","0","7","5","18","22","418","17","85","cd4bb35c75ba84b4f39e547b1416fd35","cb63df3b-46c5-4329-bab2-f50f23e97924","1"," 0000000551"
"200","Pad 327 Well 1","2","9","34"," 0000000337","9","1","1","3","4","284","17","81","3644a684f98ea8fe223c713b77189a77","537d428a-dba9-4613-aacd-939d34332da2","1"," 0000000337"
"2243","Pad 7 Well 1","2","18","1"," 0000000630","0","7","5","18","22","463","17","85","90aef91f0d9e7c3be322bd7bae41617d","37ff2138-24bc-4001-8331-de2b4ee52204","1"," 0000000630"
"76","Pad 193 Well 1","2","9","1"," 0000000462","6","1","1","19","1","75","17","81","fbd7939d674997cdb4692d34de8633c4","59023669-e13f-45f5-ba7d-84c59da29502","1"," 0000000462"
"712","Pad 173 Well 1","2","9","1"," 0000000597","4","1","1","1","8","80","17","85","19bc916108fc6938f52cb96f7e087941","3ee64ceb-4537-4479-862f-389460d9bbc1","1"," 0000000597"
"2218","Pad 367 Well 1","2","18","1",,"0","3","2","54","14","457","42","477","b0df2270be9cb16c14537e5bc2f2d37b","4bb8bac3-92b4-4cc6-95ab-ef88e17ae8d5","1",
"2111","Pad 87 Well 1","2","18","34"," 0000000169","0","7","5","90","47","376","17","31","1a0a283bfe7c549dee6c638a05200e32","ddd44ec3-a788-4d85-b578-8f01d0826e46","1"," 0000000169"
"387","Pad 135 Well 1","2","9","1"," 0000000593","12","1","1","1","24","39","17","85","8efb100a295c0c690931222ff4467bb8",,"1"," 0000000593"
"954","Pad 281 Well 1","2","9","1"," 0000000412","6","1","1","19","1","241","17","81","6395ebd0f4b478145ecfbaf939454fa4","689663f6-42f1-4b7a-bc08-fb5d8d1ccbcd","1"," 0000000412"
"1667","Pad 405 Well 2","2","18","1"," 0000000921","19","3","2","53","14","199","42","477","158fc2ddd52ec2cf54d3c161f2dd6517","9620a290-539f-4663-8244-4ee9928ec38f","1"," 0000000921"
"152","Pad 263 Well 3","2","9","34",,"6","1","1","19","1","219","17","81","37a749d808e46495a8da1e5352d03cae","3999151b-26e7-4a12-858c-6b09e4f24c87","1",
"1296","Well 224","1","18","1"," 0000000828","17","3","3","54","12","145","42","149","2812e5cf6d8f21d69c91dddeefb792a7",,"1"," 0000000828"
"587","Pad 179 Well 1","2","9","34",,"5","1","1","12","18","253","17","31","766ebcd59621e305170616ba3d3dac32","ce2604d5-bbbc-4a77-8a22-0e19b02ff3f2","1",
"1505","Well 198","1","18","1"," 0000000872","26","6","4","47","16","177","42","177","0c9ebb2ded806d7ffda75cd0b95eb70c","242424df-0ef6-47c9-a494-f4e2a2bab052","1"," 0000000872"
"2103","Pad 22 Well 1","2","18","34"," 0000000154","0","7","5","90","20","368","17","31","7b1ce3d73b70f1a7246e7b76a35fb552","a87b4487-3034-4a52-ba38-1863eba0855a","1"," 0000000154"
"47","Pad 13 Well 2","2","9","34"," 0000000398","10","1","1","16","4","69","17","81","67c6a1e7ce56d3d6fa748ab6d9af3fd7","640cd8be-baf4-4d1a-b933-9c506a165c7c","1"," 0000000398"
"2","Pad 333 Well 1","2","9","1"," 0000000251","10","1","1","16","4","64","17","81","c81e728d9d4c2f636f067f89cc14862c","f8beafa8-9cee-4fe7-af43-3e8b81f068d0","1"," 0000000251"
"7","Pad 336 Well 1","2","9","34"," 0000000283","10","1","1","16","4","266","17","81","8f14e45fceea167a5a36dedd4bea2543","af1dc235-f3a7-485f-8665-d8d8c27e9947","1"," 0000000283"
"1649","Well 247","1","18","1"," 0000000827","22","3","3","54","12","198","42","149","96de2547f44254c97f5f4f1f402711c1","cb4bbbee-f899-4a1c-883f-98a6fd31fe31","1"," 0000000827"
"1346","Well 125","1","18","1"," 0000000812","22","3","3","54","12","158","42","149","82965d4ed8150294d4330ace00821d77","6dbf6f2f-5727-4839-91a1-7454822ff548","1"," 0000000812"
"2077","Pad 17 Well 1","2","18","34"," 0000000068","0","8","5","23","20","382","17","31","819e3d6c1381eac87c17617e5165f38c","4d82357f-c843-49e2-853c-818250734c4b","1"," 0000000068"
"1523","Well 204","1","17","1"," 0000000760","0","3","3","54","12","181","42","149","df12ecd077efc8c23881028604dbb8cc","f248ad67-21e3-446a-a1c5-4199b08b1186","1"," 0000000760"
"851","Pad 326 Well 1","2","9","34"," 0000000263","9","1","1","3","4","333","17","81","92fb0c6d1758261f10d052e6e2c1123c","c6692f94-29de-48d6-bcd6-58bb3fd3ba24","1"," 0000000263"
"2120","Pad 66 Well 3","2","18","34"," 0000000524","0","7","5","91","21","423","17","85","44cd7a8f7f9f85129b9953950665064d","5cd6fad5-02e0-4a18-a7fe-d7487f9b0d1e","1"," 0000000524"
"1501","Well 194","1","18","2"," 0000000687","28","6","4","47","16","179","42","123","5cbdfd0dfa22a3fca7266376887f549b","11262512-cec7-4423-b0e9-dacec1550dbd","1"," 0000000687"
"707","Pad 171 Well 2","2","9","1"," 0000000592","4","1","1","1","8","78","17","85","500e75a036dc2d7d2fec5da1b71d36cc","9dadb5d8-a4ca-4e52-a0bf-3f7f51fc7a67","1"," 0000000592"
"2084","Pad 32 Well 1","2","18","34"," 0000000115","0","7","5","90","20","425","17","31","a088ea2078cd92b0b8a0e78a32c5c082","4674a57b-c3b6-439d-922f-5b1e416ab18c","1"," 0000000115"
"946","Pad 118 Well 2","2","9","1"," 0000000326","10","1","1","16","4","239","17","81","c8c41c4a18675a74e01c8a20e8a0f662","ce06ec76-e6bb-4bc2-a3c1-e2fcc8a9170a","1"," 0000000326"
"2155","Pad 73 Well 4","2","18","1"," 0000000602","0","7","5","18","22","381","17","85","a381c2c35c9157f6b67fd07d5a200ae1","addb1aae-17ff-49c5-80c5-c6a6b9068ef7","1"," 0000000602"
"713","Pad 215 Well 1","2","9","1"," 0000000618","3","1","1","1","24","81","17","85","07c5807d0d927dcd0980f86024e5208b","2f609865-612c-4a91-a7bf-18d2cfc2faa5","1"," 0000000618"
"67","Pad 225 Well 2","2","9","1",,"9","1","1","3","1","72","17","81","735b90b4568125ed6c3f678819b6e058","db8ced21-319e-45ef-ab80-1d80b54f973c","1",
"1028","Pad 341 Well 1","2","18","2"," 0000000861","19","3","2","53","11","107","42","149","3806734b256c27e41ec2c6bffa26d9e7","4e6cb742-2aac-40de-baa4-36a10b4d434d","1"," 0000000861"
"861","Pad 143 Well 2","2","9","1"," 0000000573","12","1","1","18","22","89","17","85","f9a40a4780f5e1306c46f1c8daecee3b","c0eb4a3a-c1dd-4f51-82da-de03e71075fe","1"," 0000000573"
"2105","Pad 21 Well 1","2","8","34"," 0000000159","0","7","5","26","20","384","17","31","24f0d2c90473b2bc949ad962e61d9bcb","16f00b5e-4481-430a-b19c-f0b7966a3857","1"," 0000000159"
"2171","Pad 42 Well 1","2","18","34",,"0","7","5","90","21","440","17","31","f8e59f4b2fe7c5705bf878bbd494ccdf","36a4e763-5648-423d-b393-5a4db833fc3c","1",
"836","Pad 141 Well 1","2","9","1"," 0000000570","12","1","1","18","22","87","17","85","ab88b15733f543179858600245108dd8","f2d0f8d2-abdf-45c4-8aef-2ea481b1b3bd","1"," 0000000570"
"1237","Well 80","2","18","1"," 0000000742","22","3","3","86","12","133","42","149","a9eb812238f753132652ae09963a05e9","d423e83e-7827-4b71-a90a-7b39e98b3f0e","1"," 0000000742"
"2153","Pad 82 Well 2","2","18","34"," 0000000594","0","7","5","18","22","363","17","85","cb8da6767461f2812ae4290eac7cbc42","710d80f6-1e05-40c9-ac87-a8e6bbeaaa12","1"," 0000000594"
"105","Pad 212 Well 2","2","9","1"," 0000000616","3","1","1","10","24","7","17","85","65b9eea6e1cc6bb9f0cd2a47751a186f","45355221-5a73-45d2-aff4-817d8ef76ee3","1"," 0000000616"
"110","Pad 208 Well 3","2","9","1"," 0000000611","7","1","1","10","24","8","17","85","5f93f983524def3dca464469d2cf9f3e","9e88f8ed-2e7e-4fd1-8cbe-8b982b84ed33","1"," 0000000611"
"596","Pad 240 Well 2","2","9","1"," 0000000478","9","1","1","28","1","51","17","81","b2eeb7362ef83deff5c7813a67e14f0a","e5132f71-4f10-46f6-ad78-e0690ed87ffa","1"," 0000000478"
"852","Pad 331 Well 1","2","9","1"," 0000000320","9","1","1","3","4","334","17","81","22ac3c5a5bf0b520d281c122d1490650","ded1a3e6-9523-43af-aae3-b38446a4dace","1"," 0000000320"
"1648","Pad 373 Well 3","2","18","1"," 0000000927","20","3","2","53","14","153","42","477","7437d136770f5b35194cb46c1653efaa","851f14ef-2a56-4a67-8520-149d384becc3","1"," 0000000927"
"1322","Pad 371 Well 1","2","18","2"," 0000000850","19","3","2","54","11","152","42","149","dc960c46c38bd16e953d97cdeefdbc68","7ab67369-1d39-4bb2-a9a8-f5c774724aa9","1"," 0000000850"
"2144","Pad 253 Well 1","2","9","1"," 0000000497","0","1","1","19","1","349","17","81","7dc1c7653ac42a05642a667959c12239","b9cb4850-f560-41e5-8b5b-660d3bd77aa2","1"," 0000000497"
"29","Well 26","2","9","1"," 0000000147","0","2","1","0","46","0","17","31","6ea9ab1baa0efb9e19094440c317e21b","3ea63541-74b0-434b-bbcb-69eb6caaa811","1"," 0000000147"
"1133","Well 41","1","18","1"," 0000000835","18","3","2","61","12","111","42","149","fd06b8ea02fe5b1c2496fe1700e9d16c","81b4df87-a9d6-437e-93b5-9cf459da6ac9","1"," 0000000835"
"392","Pad 198 Well 2","2","9","1"," 0000000150","5","1","1","12","19","40","17","31","f73b76ce8949fe29bf2a537cfa420e8f","bf184d4b-fd04-4f6b-8d61-bae22815b912","1"," 0000000150"
"2308","Pad 100 Well 2","2","18","1"," 0000000636","0","7","5","18","22","476","17","85","e58aea67b01fa747687f038dfde066f6","b441294e-c807-4f34-86b5-8fce97caceca","1"," 0000000636"
"710","Pad 174 Well 1","2","9","1"," 0000000606","4","1","1","1","8","80","17","85","e70611883d2760c8bbafb4acb29e3446","01ad4442-1b0d-4916-9752-87a037273837","1"," 0000000606"
"880","Pad 114 Well 1","2","9","34"," 0000000353","10","1","1","15","4","336","17","81","1f50893f80d6830d62765ffad7721742","b6fd2e70-c3af-495a-af97-ba6b129b2295","1"," 0000000353"
"1132","Well 40","1","18","1"," 0000000834","18","3","2","61","12","110","42","149","571e0f7e2d992e738adff8b1bd43a521","a243951a-0e5b-4b4c-b01e-5baff6b87992","1"," 0000000834"
"1691","Well 258","1","18","1"," 0000000837","18","3","2","54","12","201","42","149","8303a79b1e19a194f1875981be5bdb6f","9f94d89f-7a47-43cd-8bac-ffb9b42d6409","1"," 0000000837"
"660","Pad 227 Well 1","2","9","1"," 0000000476","9","1","1","3","1","59","17","81","68264bdb65b97eeae6788aa3348e553c","65b2a218-08ce-426c-9046-e724397aeca8","1"," 0000000476"
"480","Pad 243 Well 2","2","9","1"," 0000000480","9","1","1","28","1","45","17","81","6ea2ef7311b482724a9b7b0bc0dd85c6","42dc0850-782e-49b1-81c1-496f58ff429d","1"," 0000000480"
"2122","Pad 72 Well 2","2","18","34"," 0000000536","0","7","5","18","22","391","17","85","abdbeb4d8dbe30df8430a8394b7218ef","a9e5ffed-b098-4536-ae9a-f157009bd04c","1"," 0000000536"
"614","Pad 201 Well 2","2","9","1"," 0000000176","7","1","1","4","46","53","17","31","851ddf5058cf22df63d3344ad89919cf","4a750c2b-c3c2-4eed-a4e6-fd2f816128c6","1"," 0000000176"
"731","Pad 167 Well 1","2","9","34"," 0000000522","4","1","1","1","8","318","17","85","59c33016884a62116be975a9bb8257e3","abbfeb14-2c08-4a8c-808c-3592c7894003","1"," 0000000522"
"564","Pad 126 Well 1","2","9","34"," 0000000110","11","1","1","19","6","306","17","31","1728efbda81692282ba642aafd57be3a","8231affc-362d-43e4-95fd-5a3593fa69f5","1"," 0000000110"
"2118","Pad 75 Well 1","2","18","34"," 0000000514","0","7","5","18","22","395","17","85","92bbd31f8e0e43a7da8a6295b251725f","442b69e1-85ac-48fc-b27c-8d07049e3375","1"," 0000000514"
"2267","Pad 372 Well 2","2","18","1"," 0000000950","0","3","2","55","14","468","42","477","53ed35c74a2ec275b837374f04396c03","aa6cf7a2-a490-439b-948f-a8c5e4444314","1"," 0000000950"
"2057","Pad 8 Well 1","2","18","34"," 0000000024","0","7","5","92","20","412","17","31","df4fe8a8bcd5c95cdb640aa9793bb32b","e3d7d28c-5503-4cb8-bc4e-a7ef1bb5f40c","1"," 0000000024"
"2257","Pad 6 Well 1","2","18","1"," 0000000222","0","7","5","90","21","466","17","31","d6288499d0083cc34e60a077b7c4b3e1","3d4d4720-da42-4a42-aa00-0a431278c0a9","1"," 0000000222"
"2132","Pad 63 Well 1","2","18","34"," 0000000562","0","7","5","90","22","429","17","85","f6e794a75c5d51de081dbefa224304f9","52da817c-cf0b-43de-9582-9c0555d559e1","1"," 0000000562"
"1665","Pad 373 Well 4","2","18","1",,"20","3","2","53","14","153","42","477","e8d92f99edd25e2cef48eca48320a1a5","99e11bb6-21df-4207-8be2-7452fdd0ddea","1",
"2022","Pad 382 Well 1","2","18","1"," 0000000944","0","3","2","54","14","209","42","477","3a824154b16ed7dab899bf000b80eeee","c1a6714a-13c0-42c8-871b-84449adc87c8","1"," 0000000944"
"106","Pad 212 Well 3","2","9","1"," 0000000617","3","1","1","10","24","7","17","85","f0935e4cd5920aa6c7c996a5ee53a70f","f6d5a52f-4a2f-4034-8ff2-a1cedbc36608","1"," 0000000617"
"601","Pad 311 Well 1","2","9","1"," 0000000423","8","1","1","28","1","50","17","81","b2f627fff19fda463cb386442eac2b3d","63183035-30c8-4737-94dd-44b4f66a2442","1"," 0000000423"
"1673","Pad 342 Well 3","2","18","2"," 0000000852","19","3","2","53","11","107","42","149","a0f3601dc682036423013a5d965db9aa","3c627d7b-bd72-4ad0-bcea-67d3951d5847","1"," 0000000852"
"589","Pad 259 Well 5","2","9","34"," 0000000091","5","1","1","12","18","234","17","31","30bb3825e8f631cc6075c0f87bb4978c","85527f75-6f9a-414b-af0e-6b485ddca9a0","1"," 0000000091"
"2273","Pad 93 Well 2","2","18","1"," 0000000231","0","7","5","90","21","471","17","31",,"1f3fcb6a-5010-4fb6-b5ab-6433c3ce31ed","1"," 0000000231"
"582","Pad 259 Well 3","2","9","34"," 0000000085","5","1","1","12","18","234","17","31","46922a0880a8f11f8f69cbb52b1396be","e4eba9ae-bceb-4ba6-be92-5d44f6161d25","1"," 0000000085"
"1461","Well 154","1","18","1"," 0000000817","22","3","3","54","12","173","42","149","95151403b0db4f75bfd8da0b393af853","ea2e122e-24e8-4977-95bb-824f73ab05de","1"," 0000000817"
"111","Pad 208 Well 4","2","9","1"," 0000000612","7","1","1","10","24","8","17","85","698d51a19d8a121ce581499d7b701668",,"1"," 0000000612"
"705","Pad 171 Well 1","2","9","34"," 0000000596","4","1","1","1","8","78","17","85","4a47d2983c8bd392b120b627e0e1cab4","df50013c-a3ab-4022-ad55-af7bca9c2c83","1"," 0000000596"
"602","Pad 311 Well 2","2","9","1"," 0000000424","8","1","1","28","1","50","17","81","c3992e9a68c5ae12bd18488bc579b30d","f8aa3552-77cc-4109-857b-dc40444c0e81","1"," 0000000424"
"214","Pad 197 Well 2","2","9","1"," 0000000489","8","1","1","3","1","222","17","81","ca46c1b9512a7a8315fa3c5a946e8265","6be6004c-714b-4fe2-8966-c8ad6845a377","1"," 0000000489"
"1465","Well 164","1","18","2"," 0000000692","23","6","4","47","16","174","42","123","372d3f309fef061977fb2f7ba36d74d2","0993c85c-f8ee-48f2-9ef6-2be3d9711017","1"," 0000000692"
"780","Pad 110 Well 1","2","9","34"," 0000000336","10","1","1","15","4","325","17","81","a8e864d04c95572d1aece099af852d0a","90a7480f-ac68-468d-a7a3-2d6554b2563b","1"," 0000000336"
"711","Pad 249 Well 1","2","9","1"," 0000000624","3","1","1","1","8","79","17","85","6081594975a764c8e3a691fa2b3a321d","5fc9fca6-7c07-499f-86e0-a1b12d2d961a","1"," 0000000624"
"622","Pad 192 Well 4","2","9","1"," 0000000435","8","1","1","19","1","55","17","81","3871bd64012152bfb53fdf04b401193f","d9ad3fca-81b2-4005-aaba-49c545e18a5f","1"," 0000000435"
"2004","Pad 346 Well 1","2","18","1"," 0000000941","0","3","2","53","14","203","42","477","b8b4b727d6f5d1b61fff7be687f7970f","3782e2ae-5847-48b1-bcb4-a0a78d37bbeb","1"," 0000000941"
"1528","Pad 393 Well 3","2","18","1"," 0000000922","20","3","2","53","14","182","42","477","109d2dd3608f669ca17920c511c2a41e","18fa76ee-60a2-47d0-9e36-882ded0e9bab","1"," 0000000922"
"71","Pad 213 Well 1","2","9","34"," 0000000552","12","1","1","10","22","73","17","85","e2c420d928d4bf8ce0ff2ec19b371514","9d7f4e27-e9ab-4a44-a165-db9098261381","1"," 0000000552"
"2303","Pad 94 Well 1","2","18","1"," 0000000633","0","7","5","18","5","475","17","85","d827f12e35eae370ba9c65b7f6026695","76f4a769-68bb-4f35-976a-c179ad416111","1"," 0000000633"
"1136","Well 37","1","18","1"," 0000000787","22","3","3","54","12","113","42","149","47a658229eb2368a99f1d032c8848542","ff32ffe1-0e5e-46f9-aafb-084c0a7a09b2","1"," 0000000787"
"89","Pad 237 Well 3","2","9","34"," 0000000376","6","1","1","19","1","1","17","81","7647966b7343c29048673252e490f736","67b57a4f-e585-4371-a6f3-fdffae3ab15b","1"," 0000000376"
"2174","Pad 189 Well 1","2","9","1"," 0000000207","0","1","1","12","18","442","17","31","d1a21da7bca4abff8b0b61b87597de73","7f1ebca9-c7cb-4ed7-8acc-4a5d6e2f3257","1"," 0000000207"
"77","Pad 193 Well 2","2","9","1"," 0000000463","6","1","1","19","1","75","17","81","28dd2c7955ce926456240b2ff0100bde","93a8a474-52d2-4ead-b421-c6b61a12aa80","1"," 0000000463"
"2151","Pad 11 Well 2","2","18","34"," 0000000148","0","7","5","23","21","356","17","31","350db081a661525235354dd3e19b8c05","062f94c4-e036-4452-a262-55788bc3f56d","1"," 0000000148"
"591","Pad 278 Well 4","2","9","34"," 0000000092","5","1","1","12","18","235","17","31","3493894fa4ea036cfc6433c3e2ee63b0","2ff46214-7d5a-4038-9ff2-4b30e6023981","1"," 0000000092"
"1007","Well 4","1","18","1"," 0000000659","18","3","3","54","12","95","42","21","d7322ed717dedf1eb4e6e52a37ea7bcd","dbd84885-4b4d-4f4f-8b99-1815d4edfd71","1"," 0000000659"
"219","Pad 19 Well 1","2","18","34"," 0000000139","0","7","5","92","20","441","17","31",,"c70d55b9-ca62-4ada-bc86-4d03bf4127fc","1"," 0000000139"
"207","Pad 294 Well 1","2","9","34"," 0000000294","8","1","1","19","1","213","17","81","69adc1e107f7f7d035d7baf04342e1ca","11d7c6cb-19c4-4593-bad9-01b990c4c780","1"," 0000000294"
"1484","Well 177","1","18","1"," 0000000705","24","6","4","43","16","175","42","123","729c68884bd359ade15d5f163166738a","94808ac1-e407-4e0a-8c2a-62aed51df487","1"," 0000000705"
"1333","Pad 393 Well 1","2","18","2"," 0000000924","20","3","2","53","14","182","42","477","ff49cc40a8890e6a60f40ff3026d2730","b981d6d2-a487-4db0-b083-6ad05eb79aee","1"," 0000000924"
"2059","Pad 26 Well 2","2","18","34"," 0000000028","0","7","5","26","20","374","17","31","2eace51d8f796d04991c831a07059758",,"1"," 0000000028"
"1536","Well 210","1","18","1"," 0000000669","16","3","3","54","12","183","42","149","b5a1fc2085986034e448d2ccc5bb9703","15838577-9b1f-47d0-9879-55b060ef927e","1"," 0000000669"
"730","Pad 180 Well 1","2","9","34"," 0000000533","4","1","1","29","8","317","17","85","d5cfead94f5350c12c322b5b664544c1","ce0db670-798a-47fe-86be-18c776b43a05","1"," 0000000533"
"2312","Pad 403 Well 2","1","18","1"," 0000000957","0","3","2","51","14","479","42","477",,"730bed65-35b1-4a69-946f-bf0a7b02d278","1"," 0000000957"
"2311","Pad 403 Well 1","1","18","1"," 0000000956","0","3","2","51","14","479","42","477","046ddf96c233a273fd390c3d0b1a9aa4","bf8acb93-d7dd-4bd9-b865-2a2231dcdecb","1"," 0000000956"
"1089","Well 16","2","18","1"," 0000000886","13","3","3","34","12","99","42","457","03f544613917945245041ea1581df0c2","8a16cfba-016e-42f6-b675-77495454b0d9","1"," 0000000886"
"1126","Well 39","1","18","1"," 0000000840","17","3","2","54","12","108","42","149",,"9512217a-4cb6-4d0b-9243-62d71ed29170","1"," 0000000840"
"2090","Pad 22 Well 2","2","18","34"," 0000000126","0","7","5","92","20","390","17","31","26f5bd4aa64fdadf96152ca6e6408068","46aaa038-f552-4c8e-ba17-3ee2f5a1e5db","1"," 0000000126"
"6","Pad 335 Well 1","2","9","1"," 0000000306","10","1","1","16","4","265","17","81","1679091c5a880faf6fb5e6087eb1b2dc",,"1"," 0000000306"
"2002","Pad 269 Well 1","2","9","1"," 0000000132","7","1","1","4","21","300","17","31","4ba29b9f9e5732ed33761840f4ba6c53","2c4bf378-0e5a-41f0-bcf2-2b8e03eadcbf","1"," 0000000132"
"273","Pad 150 Well 1","2","9","34"," 0000000103","2","1","1","6","18","224","17","31","4734ba6f3de83d861c3176a6273cac6d","5ff18472-aff4-4e11-bcb6-caa347f1cd35","1"," 0000000103"
"2175","Pad 189 Well 2","2","9","1"," 0000000208","0","1","1","12","18","442","17","31","211c1e0b83b9c69fa9c4bdede203c1e3","a603eacf-b096-4127-b2ef-c9f642c159d8","1"," 0000000208"
"2244","Pad 7 Well 2","2","18","1"," 0000000631","0","7","5","18","46","463","17","85","3147da8ab4a0437c15ef51a5cc7f2dc4","6b4f63a3-48a1-4b93-90ac-d71afc5e732e","1"," 0000000631"
"2199","Pad 399 Well 2","2","18","2"," 0000000865","0","3","2","53","11","452","42","149","1145a30ff80745b56fb0cecf65305017","5e7a85b7-c97d-41d2-a586-0ce4f0551ff1","1"," 0000000865"
"641","Pad 182 Well 1","2","9","1"," 0000000441","8","1","1","3","1","58","17","81","67e103b0761e60683e83c559be18d40c","67f99eb6-cf2c-4054-ad40-54c346184eaa","1"," 0000000441"
"1470","Well 169","1","18","2"," 0000000718","23","6","4","47","16","174","42","123","42ffcf057e133f94c1b7b5cf543ef3bd","0bc1e288-9caa-4fb8-9ddf-a2a034262da6","1"," 0000000718"
"787","Pad 254 Well 1","2","9","1"," 0000000195","11","1","1","19","6","86","17","31","3621f1454cacf995530ea53652ddf8fb","02a908e9-2700-46c6-82ca-12ff6cd2bd0e","1"," 0000000195"
"2192","Pad 256 Well 1","2","9","1"," 0000000494","0","1","1","28","1","451","17","81","14ea0d5b0cf49525d1866cb1e95ada5d","5ac857f3-4387-4987-baa6-600efffdd9f3","1"," 0000000494"
"79","Pad 211 Well 1","2","9","34"," 0000000349","6","1","1","19","1","76","17","81","d1fe173d08e959397adf34b1d77e88d7","c3a73d92-a94b-45ec-b91b-4d5cdeb48324","1"," 0000000349"
"734","Pad 170 Well 1","2","9","34"," 0000000540","4","1","1","1","8","319","17","85","e995f98d56967d946471af29d7bf99f1","6d6a5085-c0e0-484e-ac85-fc0700defece","1"," 0000000540"
"583","Pad 278 Well 1","2","9","34"," 0000000087","5","1","1","12","18","235","17","31","9ad6aaed513b73148b7d49f70afcfb32","16c85faf-5893-458f-bedd-3aec62b8c881","1"," 0000000087"
"1486","Well 185","1","18","1"," 0000000706","25","6","4","47","16","176","42","123","86df7dcfd896fcaf2674f757a2463eba","fa099ebf-a476-4740-800c-4f457c6d448b","1"," 0000000706"
"788","Pad 254 Well 2","2","9","1"," 0000000196","11","1","1","19","6","86","17","31","c15da1f2b5e5ed6e6837a3802f0d1593","f045deff-934f-4f34-87e2-cb7c2b499d64","1"," 0000000196"
"2123","Pad 69 Well 2","2","8","34"," 0000000538","0","7","5","18","21","400","17","85","5a1e3a5aede16d438c38862cac1a78db","236376e9-49cb-4eae-a2f8-f2fd50c4d371","1"," 0000000538"
"2236","Pad 91 Well 1","2","18","1"," 0000000221","0","7","5","90","47","462","17","31","3dd9424294b0292b6e89ea2bba2e1144","ffbf6351-2bf3-4269-b1d1-bf5bbc3ec3c1","1"," 0000000221"
"2272","Pad 93 Well 1","2","18","1"," 0000000230","0","7","5","90","46","471","17","31","743394beff4b1282ba735e5e3723ed74","9a6a3484-5974-4dd8-830d-326e44117ac7","1"," 0000000230"
"259","Pad 145 Well 1","2","9","1"," 0000000022","2","1","1","6","18","29","17","31","cfa0860e83a4c3a763a7e62d825349f7","72dad358-a999-4621-aa3d-00f79462ae0e","1"," 0000000022"
"133","Pad 131 Well 1","2","9","1"," 0000000174","11","1","1","19","6","90","17","31","9fc3d7152ba9336a670e36d0ed79bc43",,"1"," 0000000174"
